,title,studio,year,domestic_gross,foreign_gross,total_gross
2414,Boo! A Madea Halloween,LGF,2016,73200000,1600000,74800000
2415,Miracles from Heaven,TriS,2016,61700000,12200000,73900000
2416,I Am Not Madame Bovary,WGUSA,2016,437000,70400000,70837000
2417,Kubo and the Two Strings,Focus,2016,48000000,21900000,69900000
2418,13 Hours: The Secret Soldiers of Benghazi,Par.,2016,52900000,16600000,69500000
2419,Moonlight (2016),A24,2016,27900000,37200000,65100000
2420,Fences,Par.,2016,57700000,6700000,64400000
2421,The Boy (2016),STX,2016,35800000,28400000,64200000
2422,"Hail, Caesar!",Uni.,2016,30500000,33100000,63600000
2423,The Nice Guys,WB,2016,36300000,26500000,62800000
2424,L.O.R.D: Legend of Ravaging Dynasties,AR,2016,350000,57700000,58050000
2425,Nine Lives (2016),EC,2016,19700000,38100000,57800000
2426,Zoolander 2,Par.,2016,28800000,27900000,56700000
2427,Barbershop: The Next Cut,WB (NL),2016,54000000,1000000,55000000
2428,The Finest Hours,BV,2016,27600000,24500000,52100000
2429,Master,CJ,2016,597000,51000000,51597000
2430,Patriots Day,LGF,2016,31900000,18700000,50600000
2431,Florence Foster Jenkins,Par.,2016,27400000,21500000,48900000
2432,Mother's Day,ORF,2016,32500000,15900000,48400000
2433,Luck-Key,JBG,2016,467000,47700000,48167000
2434,Yo-kai Watch: The Movie,Elev.,2016,257000,47600000,47857000
2435,A Monster Calls,Focus,2016,3700000,43600000,47300000
2436,Eddie the Eagle,Fox,2016,15800000,30400000,46200000
2437,Risen,Sony,2016,36900000,9200000,46100000
2438,Blair Witch,LGF,2016,20800000,24400000,45200000
2439,Cafe Society,LGF,2016,11100000,32700000,43800000
2440,Almost Christmas,Uni.,2016,42200000,422000,42622000
2441,The Witch,A24,2016,25100000,15300000,40400000
2442,The Wild Life (2016),LG/S,2016,8000000,31500000,39500000
2443,Criminal (2016),LG/S,2016,14700000,24100000,38800000
2444,Absolutely Fabulous: The Movie,FoxS,2016,4800000,33100000,37900000
2445,Hell or High Water,LGF,2016,27000000,10900000,37900000
2446,The Forest,Focus,2016,26600000,11000000,37600000
2447,Snowden,ORF,2016,21600000,15700000,37300000
2448,Billy Lynn's Long Halftime Walk,TriS,2016,1700000,29200000,30900000
2449,When the Bough Breaks,SGem,2016,29700000,911000,30611000
2450,Nocturnal Animals,Focus,2016,10700000,19600000,30300000
2451,Keeping Up with the Joneses,Fox,2016,14900000,15000000,29900000
2452,Ae Dil Hai Mushkil,FIP,2016,4300000,24100000,28400000
2453,Fan,Yash,2016,2300000,25900000,28200000
2454,M.S. Dhoni: The Untold Story,FIP,2016,1800000,26000000,27800000
2455,The Light Between Oceans,BV,2016,12500000,13400000,25900000
2456,The Brothers Grimsby,Sony,2016,6900000,18300000,25200000
2457,Race (2016),Focus,2016,19200000,5900000,25100000
2458,Free State of Jones,STX,2016,20800000,4200000,25000000
2459,A Beautiful Planet,Imax,2016,15500000,9400000,24900000
2460,God's Not Dead 2,PFR,2016,20800000,3700000,24500000
2461,Silence (2016),Par.,2016,7100000,16600000,23700000
2462,Middle School: The Worst Years of My Life,LGF,2016,20000000,3300000,23300000
2463,Triple 9,ORF,2016,12600000,10500000,23100000
2464,Whiskey Tango Foxtrot,Par.,2016,23100000,0,23100000
2465,Captain Fantastic,BST,2016,5900000,16900000,22800000
2466,Live By Night,WB,2016,10400000,12300000,22700000
2467,Julieta,SPC,2016,1500000,21000000,22500000
2469,Fifty Shades of Black,ORF,2016,11700000,10500000,22200000
2470,Keanu,WB (NL),2016,20600000,0,20600000
2471,El Clan,FIP,2016,201000,20200000,20401000
2472,The Edge of Seventeen,STX,2016,14400000,4400000,18800000
2473,The Choice,LGF,2016,18700000,0,18700000
2474,Eye in the Sky,BST,2016,18700000,0,18700000
2475,Bad Santa 2,BG,2016,17800000,0,17800000
2476,Regression,W/Dim.,2016,55000,17600000,17655000
2477,Neerja,FIP,2016,1600000,16000000,17600000
2478,Masterminds (2016),Rela.,2016,17400000,0,17400000
2479,Norm of the North,LGF,2016,17100000,0,17100000
2480,Hardcore Henry,STX,2016,9300000,7600000,16900000
2481,Pride and Prejudice and Zombies,SGem,2016,10900000,5500000,16400000
2482,The Infiltrator,BG,2016,15400000,0,15400000
2483,Kapoor & Sons - Since 1921,FIP,2016,2600000,12800000,15400000
2484,The Take (2016),HTR,2016,50300,14800000,14850300
2485,Sword Master,WGUSA,2016,75500,14600000,14675500
2486,"Hello, My Name is Doris",RAtt.,2016,14400000,0,14400000
2487,The Other Side of the Door,Fox,2016,3000000,11300000,14300000
2488,Love & Friendship,RAtt.,2016,14000000,0,14000000
2489,Jackie,FoxS,2016,14000000,0,14000000
2490,Sing Street,Wein.,2016,3200000,10400000,13600000
2491,Shut In,EC,2016,6900000,6200000,13100000
2492,Loving,Focus,2016,7800000,5200000,13000000
2493,The Beatles: Eight Days a Week - The Touring Years,Abr.,2016,2900000,9400000,12300000
2494,The Man Who Knew Infinity,IFC,2016,3900000,8400000,12300000
2495,No Manches Frida,PNT,2016,11500000,0,11500000
2496,The Darkness,BH Tilt,2016,10800000,0,10800000
2497,Our Kind of Traitor,RAtt.,2016,3200000,7600000,10800000
2498,The Perfect Match,LGF,2016,9700000,745000,10445000
2499,Queen of Katwe,BV,2016,8900000,1500000,10400000
2500,Miss Sloane,EC,2016,3500000,5600000,9100000
2501,Ratchet & Clank,Focus,2016,8800000,0,8800000
2502,Morgan,Fox,2016,3900000,4900000,8800000
2503,The Lobster (US Release),A24,2016,8700000,0,8700000
2504,My King (Mon roi),FM,2016,54100,7900000,7954100
2505,Pele: Birth of a Legend,IFC,2016,57000,7800000,7857000
2506,A Bigger Splash,FoxS,2016,2000000,5500000,7500000
2507,Southside with You,RAtt.,2016,6300000,208000,6508000
2508,The Young Messiah,Focus,2016,6500000,0,6500000
2509,Incarnate,BH Tilt,2016,4800000,1500000,6300000
2510,Max Steel,ORF,2016,3800000,2500000,6300000
2511,Midnight Special,WB,2016,3700000,2500000,6200000
2512,The Duelist,Sony,2016,13500,6100000,6113500
2513,The Autopsy of Jane Doe,IFC,2016,10500,6000000,6010500
2514,My Best Friend's Wedding (2016),Sony,2016,78600,5600000,5678600
2515,Genius,RAtt.,2016,1400000,4300000,5700000
2516,20th Century Women,A24,2016,5700000,0,5700000
2517,Hunt for the Wilderpeople,Orch.,2016,5200000,0,5200000
2518,Bleed for This,ORF,2016,5100000,0,5100000
2519,Hands of Stone,Wein.,2016,4700000,0,4700000
2520,Men & Chicken,Drft.,2016,30200,4600000,4630200
2521,The Meddler,SPC,2016,4300000,0,4300000
2522,A Hologram for the King,RAtt.,2016,4200000,0,4200000
2523,Swiss Army Man,A24,2016,4200000,0,4200000
2524,Denial,BST,2016,4099999,0,4099999
2525,Indignation,RAtt.,2016,3400000,523000,3923000
2526,Kabali,CineGalaxy,2016,3900000,0,3900000
2527,Rules Don't Apply,Fox,2016,3700000,233000,3933000
2528,Where to Invade Next,Drft.,2016,3800000,0,3800000
2529,Batman: The Killing Joke,Fathom,2016,3800000,0,3800000
2530,Naam Hai Akira,FIP,2016,219000,3500000,3719000
2531,A Man Called Ove,MBox,2016,3500000,0,3500000
2532,Miles Ahead,SPC,2016,2600000,850000,3450000
2533,Everybody Wants Some!!,Par.,2016,3400000,0,3400000
2534,Maggie's Plan,SPC,2016,3400000,0,3400000
2535,The Program (2016),EOne,2016,13100,3300000,3313100
2536,Green Room,A24,2016,3200000,0,3200000
2537,The Eagle Huntress,SPC,2016,3200000,0,3200000
2538,Compadres,PNT,2016,3100000,0,3100000
2539,Desierto,STX,2016,2000000,1000000,3000000
2540,Anthropoid,BST,2016,3000000,0,3000000
2541,Hillsong - Let Hope Rise,PFR,2016,2400000,255000,2655000
2542,El Jeremias,Sony,2016,650000,1900000,2550000
2543,The Disappointments Room,Rela.,2016,2400000,0,2400000
2544,Dear Zindagi,Relbig.,2016,2400000,0,2400000
2545,Elle,SPC,2016,2300000,0,2300000
2546,Paterson,BST,2016,2200000,0,2200000
2547,Equals,A24,2016,33300,2100000,2133300
2548,I'm Not Ashamed,PFR,2016,2100000,0,2100000
2549,The Dressmaker,BG,2016,2000000,0,2000000
2550,The Handmaiden,Magn.,2016,2000000,0,2000000
2551,Demolition,FoxS,2016,2000000,0,2000000
2552,American Honey,A24,2016,663000,1200000,1863000
2553,Busco Novio Para Mi Mujer,PNT,2016,1700000,0,1700000
2554,A Perfect Day,IFC,2016,14000,1700000,1714000
2555,Weiner,IFC,2016,1700000,0,1700000
2556,Rustom,Zee,2016,1100000,571000,1671000
2557,I Saw the Light,SPC,2016,1600000,0,1600000
2558,Jane Got a Gun,Wein.,2016,1500000,0,1500000
2559,Toni Erdmann,SPC,2016,1500000,0,1500000
2560,The Neon Demon,BG,2016,1300000,0,1300000
2561,Embrace of the Serpent,Osci.,2016,1300000,0,1300000
2562,Housefull 3,Eros,2016,1300000,0,1300000
2563,Mohenjo Daro,UTV,2016,1300000,0,1300000
2564,Lazer Team,Ampl.,2016,1200000,0,1200000
2565,The Music of Strangers,Orch.,2016,1200000,0,1200000
2566,Dough,Men.,2016,1100000,0,1100000
2567,Ma ma,Osci.,2016,47300,1100000,1147300
2568,Wazir,Relbig.,2016,1100000,0,1100000
2569,Papa: Hemingway in Cuba,YFG,2016,1100000,0,1100000
2570,Certain Women,IFC,2016,1100000,0,1100000
2571,The Innocents,MBox,2016,1100000,0,1100000
2572,Elvis & Nixon,BST,2016,1100000,0,1100000
2573,Operation Chromite,CJ,2016,1000000,0,1000000
2574,Baar Baar Dekho,Eros,2016,982000,0,982000
2575,Dark Horse (2016),SPC,2016,941000,0,941000
2576,Neruda,Orch.,2016,939000,0,939000
2577,Gentleman,Gaatri,2016,898000,0,898000
2578,Ki & Ka,Eros,2016,858000,0,858000
2579,Dishoom,Eros,2016,813000,0,813000
2580,The Wailing (Goksung),WGUSA,2016,787000,0,787000
2581,Chongqing Hot Pot,CL,2016,780000,0,780000
2582,The Polar Express (2016 re-issue),WB,2016,765000,0,765000
2583,Little Men (2016),Magn.,2016,703000,0,703000
2584,Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,2016,701000,0,701000
2585,Born to be Blue (US Release),IFC,2016,678000,0,678000
2586,City of Gold,IFC,2016,641000,0,641000
2587,Remember (US Release),A24,2016,638000,0,638000
2588,Embrace: The Documentary,Gathr,2016,629000,0,629000
2589,Tickled,Magn.,2016,614000,0,614000
2590,"Lo and Behold, Reveries of the Connected World",Magn.,2016,595000,0,595000
2591,A Tale of Love and Darkness,FCW,2016,572000,0,572000
2592,Tunnel,WGUSA,2016,569000,0,569000
2593,Knight of Cups,BG,2016,566000,0,566000
2594,Harry & Snowman,FR,2016,561000,0,561000
2596,American Pastoral,LGF,2016,544000,0,544000
2597,The Age of Shadows,CJ,2016,542000,0,542000
2598,Fitoor,UTV,2016,529000,0,529000
2599,The First Monday in May,Magn.,2016,527000,0,527000
2600,Marguerite,Cohen,2016,497000,0,497000
2601,The Boy and the Beast,FUN,2016,491000,0,491000
2602,Wiener-Dog,IFC,2016,477000,0,477000
2603,Our Little Sister,SPC,2016,468000,0,468000
2604,Only Yesterday (2016 re-release),GK,2016,453000,0,453000
2605,Baaghi,UTV,2016,438000,0,438000
2606,Land of Mine,SPC,2016,435000,0,435000
2607,Things To Come,IFC,2016,388000,0,388000
2608,The Lobster (Canada Release),Mon,2016,377000,0,377000
2609,Mr. Donkey,CL,2016,356000,0,356000
2610,Happy Bhaag Jayegi,Eros,2016,352000,0,352000
2611,High-Rise,Magn.,2016,346000,0,346000
2612,Te3n,Rel.,2016,332000,0,332000
2613,Francofonia,MBox,2016,307000,0,307000
2614,Mia Madre,MBox,2016,303000,0,303000
2615,April and the Extraordinary World,GK,2016,295000,0,295000
2616,Ixcanul,KL,2016,295000,0,295000
2617,The People vs. Fritz Bauer,Cohen,2016,288000,0,288000
2618,Aquarius,Vita.,2016,286000,0,286000
2619,Kingsglaive: Final Fantasy: XV,VE,2016,270000,0,270000
2620,My Golden Days,Magn.,2016,269000,0,269000
2621,The Family Fang,SM,2016,263000,0,263000
2622,Dheepan,IFC,2016,262000,0,262000
2623,"Life, Animated",Orch.,2016,255000,0,255000
2624,Oasis: Supersonic,A24,2016,243000,0,243000
2625,The Invitation,Drft.,2016,232000,0,232000
2626,Miss Hokusai,GK,2016,223000,0,223000
2627,Kaptaan,UTV,2016,204000,0,204000
2628,League of Gods,Sony,2016,182000,0,182000
2629,Viva,Magn.,2016,178000,0,178000
2630,The Wave,Magn.,2016,177000,0,177000
2631,Asura: The City of Madness,CJ,2016,176000,0,176000
2632,Louder than Bombs,Orch.,2016,164000,0,164000
2633,Howards End (2016 Restoration),Cohen,2016,160000,0,160000
2634,Sunset Song,Magn.,2016,160000,0,160000
2635,Born to be Blue,EOne,2016,152000,0,152000
2636,Seasons,MBox,2016,150000,0,150000
2637,Rams (Hrútar),Cohen,2016,149000,0,149000
2638,Tumbledown,SM,2016,135000,0,135000
2639,The Brand New Testament,MBox,2016,128000,0,128000
2640,Spirits' Homecoming,PM&E,2016,126000,0,126000
2641,Sweet Bean,KL,2016,125000,0,125000
2642,A War,Magn.,2016,123000,0,123000
2643,Fire at Sea,KL,2016,121000,0,121000
2644,Hockney,FM,2016,121000,0,121000
2645,Three,WGUSA,2016,120000,0,120000
2646,Tale of Tales,IFC,2016,119000,0,119000
2647,The Measure of a Man,KL,2016,112000,0,112000
2648,Aferim!,BWP,2016,108000,0,108000
2649,Until Forever (Por Siempre),CZ,2016,105000,0,105000
2650,Under the Sun (2016),Icar.,2016,105000,0,105000
2651,Our Last Tango,Strand,2016,100000,0,100000
2652,Rock On 2,Eros,2016,98900,0,98900
2653,Seondal: The Man Who Sells the River,CJ,2016,97500,0,97500
2654,So Young 2: Never Gone,CL,2016,96400,0,96400
2655,"New York, New York (2016)",CL,2016,92400,0,92400
2656,Fireworks Wednesday,Ghop,2016,90500,0,90500
2657,No One's Life Is Easy: So I Married an Anti-Fan,CL,2016,89300,0,89300
2658,"My Love, Don't Cross that River",FM,2016,88000,0,88000
2659,Author: The JT LeRoy Story,Magn.,2016,86000,0,86000
2660,Mountains May Depart,KL,2016,82900,0,82900
2661,Cock and Bull,CL,2016,82800,0,82800
2662,A Street Cat Named Bob,Cleopatra,2016,82700,0,82700
2663,Les cowboys,Cohen,2016,80800,0,80800
2664,Saala Khadoos,UTV,2016,76900,0,76900
2665,The Monster (2016),A24,2016,12500,62200,74700
2666,Dancer,IFC,2016,71900,0,71900
2667,Sweet 20,CJ,2016,71800,0,71800
2668,The Dark Horse,BG,2016,67500,0,67500
2669,Phantom Detective,CJ,2016,67100,0,67100
2670,Ran (2016 re-issue),Rialto,2016,66100,0,66100
2671,Microbe & Gasoline,Scre.,2016,63800,0,63800
2672,Time Renegades,CJ,2016,59400,0,59400
2673,Vanishing Time: A Boy Who Returned,Dreamwest,2016,57800,0,57800
2674,DONGJU: The Portrait of a Poet,CJ,2016,56600,0,56600
2675,L'attesa,Osci.,2016,55800,0,55800
2676,The Lovers and the Despot,Magn.,2016,55500,0,55500
2677,Clown,W/Dim.,2016,55000,0,55000
2678,Diary of a Chambermaid,Cohen,2016,54200,0,54200
2679,High Strung (2016),Pala.,2016,53400,0,53400
2680,The Club,MBox,2016,52800,0,52800
2681,Being 17,Strand,2016,52700,0,52700
2682,The Last Man on the Moon,Grav.,2016,52500,0,52500
2683,My Annoying Brother,CJ,2016,52000,0,52000
2684,Cemetery of Splendor,Strand,2016,52000,0,52000
2685,Disorder,IFC,2016,51900,0,51900
2686,Like for Likes,CJ,2016,50800,0,50800
2687,In the Shadow of Women,Distrib.,2016,50300,0,50300
2688,In Order of Disappearance,Magn.,2016,50300,0,50300
2689,The Treasure,SDS,2016,50200,0,50200
2690,Fatima,KL,2016,50100,0,50100
2691,We Are X,Drft.,2016,45300,0,45300
2692,A Melody to Remember,CJ,2016,44300,0,44300
2693,Phantom of the Theatre,WGUSA,2016,44000,0,44000
2694,Mastizaade,Eros,2016,43400,0,43400
2695,Closet Monster,Strand,2016,42200,0,42200
2696,Troublemakers: The Story of Land Art,FRun,2016,29500,9100,38600
2697,Come What May,Cohen,2016,37800,0,37800
2698,Until Forever,Linn,2016,35800,0,35800
2699,Summertime (2016),Strand,2016,35300,0,35300
2700,Songs My Brothers Taught Me,KL,2016,34800,0,34800
2701,Mr. Right,FCW,2016,34700,0,34700
2702,Phantom Boy,GK,2016,34400,0,34400
2703,Sweet Sixteen (Xia You Qiao Mu),CL,2016,34300,0,34300
2704,Eisenstein in Guanajuato,Strand,2016,34300,0,34300
2705,Last Cab to Darwin,FRun,2016,34200,0,34200
2706,The Map Against the World,CJ,2016,34000,0,34000
2707,Kaili Blues,Ghop,2016,32200,0,32200
2708,Anesthesia,IFC,2016,32200,0,32200
2709,"Rio, I Love You",Scre.,2016,32000,0,32000
2710,As I Open My Eyes,KL,2016,31000,0,31000
2711,The Son of Joseph,KL,2016,30600,0,30600
2712,From Afar,Strand,2016,30200,0,30200
2713,For a Few Bullets,CL,2016,30100,0,30100
2714,The Last Princess,CJ,2016,29300,0,29300
2715,Valley of Love,Strand,2016,28600,0,28600
2716,Blackway,Electric,2016,27100,0,27100
2717,Neon Bull,KL,2016,26700,0,26700
2718,Papa (Luo shan ji dao dan ji hua),Jampa,2016,26700,0,26700
2719,Standing Tall (La tete haute),Cohen,2016,26100,0,26100
2720,Chevalier,Strand,2016,25700,0,25700
2721,The New Year's Eve of Old Lee,CL,2016,25400,0,25400
2722,Cosmos,KL,2016,25300,0,25300
2723,A Monster with a Thousand Heads,MBox,2016,24900,0,24900
2724,Evolution,IFC,2016,24800,0,24800
2725,"Right Now, Wrong Then",Ghop,2016,24500,0,24500
2726,Lolo,FR,2016,24100,0,24100
2727,Sanam Teri Kasam,Eros,2016,22100,0,22100
2728,Term Life,FCW,2016,21300,0,21300
2729,The Sea of Trees,A24,2016,20400,0,20400
2730,Wildflower (Secretos del Alma),CZ,2016,18100,0,18100
2731,Colonia,Scre.,2016,15700,0,15700
2732,Argentina,FRun,2016,14900,0,14900
2733,Remember You,CJ,2016,14800,0,14800
2734,Adderall Diaries,A24,2016,13200,0,13200
2735,Neither Heaven Nor Earth,FM,2016,12800,0,12800
2736,The Ones Below,Magn.,2016,12500,0,12500
2737,"Kiki, Love to Love",Strand,2016,12500,0,12500
2738,Don't Call Me Son,Zeit.,2016,11700,0,11700
2739,Jeruzalem,EpicPics,2016,11300,0,11300
2740,Serial Killer 1,KL,2016,10300,0,10300
2741,Chronic,MR,2016,9000,0,9000
2742,Magnus,FR,2016,8900,0,8900
2743,The Last King,Magn.,2016,8900,0,8900
2744,Mojave,A24,2016,8300,0,8300
2745,The Other Side,FM,2016,8100,0,8100
2746,The President,Crnth,2016,7600,0,7600
2747,They Will Have to Kill Us First,BBC,2016,7500,0,7500
2748,The Carer,Crnth,2016,6200,0,6200
2749,Klown Forever,Drft.,2016,5700,0,5700
2750,Search Party,FCW,2016,4600,0,4600
2751,In Harmony,Distrib.,2016,3100,0,3100
2752,In Her Name (Au nom de ma fille),Distrib.,2016,1600,0,1600
2753,Next Time I'll Aim for the Heart,Distrib.,2016,800,0,800
2754,The Student and Mr. Henri,Distrib.,2016,800,0,800
2755,Down By Love,Distrib.,2016,700,0,700
2756,News From Planet Mars,KL,2016,300,0,300
2757,Satanic,Magn.,2016,300,0,300
2758,Star Wars: The Last Jedi,BV,2017,620200000,712400000,1332600000
2759,Beauty and the Beast (2017),BV,2017,504000000,759500000,1263500000
2760,The Fate of the Furious,Uni.,2017,226000000,1010,226001010
2761,Despicable Me 3,Uni.,2017,264600000,770200000,1034800000
2762,Jumanji: Welcome to the Jungle,Sony,2017,404500000,557600000,962100000
2763,Spider-Man: Homecoming,Sony,2017,334200000,546000000,880200000
2764,Wolf Warrior 2,HC,2017,2700000,867600000,870300000
2765,Guardians of the Galaxy Vol. 2,BV,2017,389800000,473900000,863700000
2766,Thor: Ragnarok,BV,2017,315100000,538900000,854000000
2767,Wonder Woman,WB,2017,412600000,409300000,821900000
2768,Coco,BV,2017,209700000,597400000,807100000
2769,Pirates of the Caribbean: Dead Men Tell No Tales,BV,2017,172600000,622300000,794900000
2770,It,WB (NL),2017,327500000,372900000,700400000
2771,Justice League,WB,2017,229000000,428900000,657900000
2772,Logan (2017),Fox,2017,226300000,392700000,619000000
2773,Transformers: The Last Knight,Par.,2017,130199999,475300000,605499999
2774,Kong: Skull Island,WB,2017,168100000,398600000,566700000
2775,The Boss Baby,Fox,2017,175000000,353000000,528000000
2776,Dunkirk,WB,2017,188000000,337200000,525200000
2777,War for the Planet of the Apes,Fox,2017,146900000,343800000,490700000
2778,The Greatest Showman,Fox,2017,174300000,260700000,435000000
2779,Kingsman: The Golden Circle,Fox,2017,100200000,310700000,410900000
2780,The Mummy (2017),Uni.,2017,80200000,329000000,409200000
2781,Cars 3,BV,2017,152900000,231000000,383900000
2782,Fifty Shades Darker,Uni.,2017,114600000,267000000,381600000
2783,Your Name.,FUN,2017,5000000,353000000,358000000
2784,Murder on the Orient Express (2017),Fox,2017,102800000,250000000,352800000
2785,xXx: The Return of Xander Cage,Par.,2017,44900000,301200000,346100000
2786,The Great Wall,Uni.,2017,45500000,289400000,334900000
2787,Resident Evil: The Final Chapter,SGem,2017,26800000,285400000,312200000
2788,The LEGO Batman Movie,WB,2017,175800000,136200000,312000000
2789,Annabelle: Creation,WB (NL),2017,102100000,204400000,306500000
2790,Wonder,LGF,2017,132400000,173500000,305900000
2791,Ferdinand,Fox,2017,84400000,211700000,296100000
2792,Split,Uni.,2017,138300000,140200000,278500000
2793,Blade Runner 2049,WB,2017,92100000,167200000,259300000
2794,Get Out,Uni.,2017,176000000,79400000,255400000
2795,Kung Fu Yoga,WGUSA,2017,363000,253800000,254163000
2796,Baahubali 2: The Conclusion,GrtIndia,2017,20200000,234000000,254200000
2797,Journey to the West: The Demons Strike Back,Sony,2017,880000,245700000,246580000
2798,Alien: Covenant,Fox,2017,74300000,166600000,240900000
2799,Baby Driver,TriS,2017,107800000,119100000,226900000
2800,Valerian and the City of a Thousand Planets,STX,2017,41200000,184700000,225900000
2801,Geostorm,WB,2017,33700000,187900000,221600000
2802,The Emoji Movie,Sony,2017,86100000,131699999,217799999
2803,A Dog's Purpose,Uni.,2017,64500000,140500000,205000000
2804,Smurfs: The Lost Village,Sony,2017,45000000,152200000,197200000
2805,The Shape of Water,FoxS,2017,63900000,131400000,195300000
2806,Pitch Perfect 3,Uni.,2017,104900000,80500000,185400000
2807,Daddy's Home 2,Par.,2017,104000000,76600000,180600000
2808,The Post,Fox,2017,81900000,97900000,179800000
2809,Baywatch,Par.,2017,58100000,119800000,177900000
2810,The Hitman's Bodyguard,LG/S,2017,75500000,101100000,176600000
2811,John Wick: Chapter Two,LG/S,2017,92000000,79500000,171500000
2812,Ghost in the Shell (2017),Par.,2017,40600000,129199999,169799999
2813,"Three Billboards Outside Ebbing, Missouri",FoxS,2017,54500000,104700000,159200000
2814,Duckweed,CL,2017,472000,150600000,151072000
2815,Darkest Hour,Focus,2017,56500000,94400000,150900000
2816,King Arthur: Legend of the Sword,WB,2017,39200000,109500000,148700000
2817,The Foreigner,STX,2017,34400000,111000000,145400000
2818,Power Rangers (2017),LGF,2017,85400000,57000000,142400000
2819,Girls Trip,Uni.,2017,115200000,25400000,140600000
2820,American Made,Uni.,2017,51300000,83500000,134800000
2821,A Bad Moms Christmas,STX,2017,72100000,58400000,130500000
2822,Captain Underpants: The First Epic Movie,Fox,2017,73900000,51600000,125500000
2823,Happy Death Day,Uni.,2017,55700000,69800000,125500000
2824,The LEGO Ninjago Movie,WB,2017,59300000,63800000,123100000
2826,The Dark Tower,Sony,2017,50700000,62500000,113200000
2827,Buddies in India,CL,2017,293000,109300000,109593000
2828,Leap!,Wein.,2017,21900000,81400000,103300000
2829,Jigsaw,LGF,2017,38100000,64900000,103000000
2830,Railroad Tigers,WGUSA,2017,218000,102000000,102218000
2831,Life (2017),Sony,2017,30200000,70300000,100500000
2832,Atomic Blonde,Focus,2017,51700000,48300000,100000000
2833,The Shack,LG/S,2017,57400000,39600000,97000000
2834,Some Like It Hot (Qing Shung),CL,2017,100000,95600000,95700000
2835,Tiger Zinda Hai,Yash,2017,5600000,81800000,87400000
2836,Going in Style (2017),WB (NL),2017,45000000,39900000,84900000
2837,Rings,Par.,2017,27800000,55300000,83100000
2838,A Taxi Driver,WGUSA,2017,1500000,80100000,81600000
2839,Underworld: Blood Wars,SGem,2017,30400000,50700000,81100000
2840,Lady Bird,A24,2017,49000000,30000000,79000000
2841,American Assassin,LGF,2017,36200000,31000000,67200000
2842,One Piece Film: Gold,FUN,2017,424000,65800000,66224000
2843,Victoria and Abdul,Focus,2017,22200000,43200000,65400000
2844,The Nut Job 2: Nutty by Nature,ORF,2017,28400000,36800000,65200000
2845,Monster Trucks,Par.,2017,33400000,31100000,64500000
2846,The Mountain Between Us,Fox,2017,30300000,32500000,62800000
2847,The Star,Sony,2017,40900000,22000000,62900000
2848,How to be a Latin Lover,PNT,2017,32100000,29700000,61800000
2849,"Everything, Everything",WB,2017,34100000,27500000,61600000
2850,Snatched,Fox,2017,45900000,15000000,60900000
2851,My Little Pony: The Movie,LGF,2017,21900000,38400000,60300000
2852,Molly's Game,STX,2017,28800000,30500000,59300000
2853,All the Money in the World,TriS,2017,25100000,31900000,57000000
2854,The Big Sick,LGF,2017,42900000,13500000,56400000
2855,Confidential Assignment,CJ,2017,476000,55500000,55976000
2856,Downsizing,Par.,2017,24400000,30600000,55000000
2857,"I, Tonya",Neon,2017,30000000,23900000,53900000
2858,Logan Lucky,BST,2017,27800000,20700000,48500000
2859,Tyler Perry's Boo 2! A Madea Halloween,LGF,2017,47300000,1000000,48300000
2860,Phantom Thread,Focus,2017,21200000,26600000,47800000
2861,Rough Night,Sony,2017,22100000,25200000,47300000
2862,The Battleship Island,CJ,2017,1100000,45000000,46100000
2863,Flatliners (2017),Sony,2017,16900000,28300000,45200000
2864,All Eyez on Me,LG/S,2017,44900000,0,44900000
2865,mother!,Par.,2017,17800000,26700000,44500000
2866,47 Meters Down,ENTMP,2017,44300000,0,44300000
2867,The Snowman,Uni.,2017,6700000,36400000,43100000
2868,Gifted,FoxS,2017,24800000,18200000,43000000
2869,Loving Vincent,Good Deed,2017,6700000,35500000,42200000
2870,Call Me by Your Name,SPC,2017,18100000,23800000,41900000
2871,T2: Trainspotting,TriS,2017,2400000,39300000,41700000
2872,Fist Fight,WB (NL),2017,32200000,8900000,41100000
2873,Diary of a Wimpy Kid: The Long Haul,Fox,2017,20700000,19400000,40100000
2874,The House,WB (NL),2017,25600000,8600000,34200000
2875,Tad the Lost Explorer and the Secret of King Midas,ParC,2017,5900,34200000,34205900
2876,Wind River,Wein.,2017,33800000,0,33800000
2877,Sleepless,ORF,2017,20800000,12100000,32900000
2878,Kidnap (2017),Aviron,2017,31000000,0,31000000
2879,The Disaster Artist,A24,2017,21100000,8700000,29800000
2880,Hostiles,ENTMP,2017,29800000,0,29800000
2881,The Beguiled (2017),Focus,2017,10700000,16700000,27400000
2882,Home Again,ORF,2017,27000000,0,27000000
2883,Judwaa 2,FIP,2017,1400000,25500000,26900000
2884,CHiPs,WB,2017,18600000,8199999,26799999
2885,The Bye Bye Man,STX,2017,22400000,4300000,26700000
2886,A Cure for Wellness,Fox,2017,8100000,18500000,26600000
2887,The Zookeeper's Wife,Focus,2017,17600000,8600000,26200000
2888,Only The Brave,Sony,2017,18300000,7400000,25700000
2889,Father Figures,WB,2017,17500000,8100000,25600000
2890,Badrinath Ki Dulhania,FIP,2017,2000000,23200000,25200000
2891,Born in China,BV,2017,13900000,11200000,25100000
2892,The Founder,Wein.,2017,12800000,11300000,24100000
